date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-11-05,SP,Itariri,city,359,7,True,17598,3523305,2040.00455,0.0195
2020-11-05,SP,Itatiba,city,1832,32,True,122581,3523404,1494.52199,0.0175
2020-11-05,SP,Itatinga,city,323,7,True,20921,3523503,1543.90326,0.0217
2020-11-05,SP,Itirapina,city,345,6,True,18387,3523602,1876.32566,0.0174
2020-11-05,SP,Itirapuã,city,41,1,True,6543,3523701,626.62387,0.0244
2020-11-05,SP,Itobi,city,436,5,True,7852,3523800,5552.72542,0.0115
2020-11-05,SP,Itu,city,3343,106,True,175568,3523909,1904.10553,0.0317
2020-11-05,SP,Itupeva,city,1813,34,True,62813,3524006,2886.34518,0.0188
2020-11-05,SP,Ituverava,city,555,26,True,42045,3524105,1320.01427,0.0468
2020-11-05,SP,Jaborandi,city,147,3,True,6946,3524204,2116.32594,0.0204
2020-11-05,SP,Jaboticabal,city,809,50,True,77652,3524303,1041.82764,0.0618
2020-11-05,SP,Jacareí,city,3821,150,True,235416,3524402,1623.08424,0.0393
2020-11-05,SP,Jaci,city,356,6,True,7196,3524501,4947.19288,0.0169
2020-11-05,SP,Jacupiranga,city,488,17,True,17889,3524600,2727.93337,0.0348
2020-11-05,SP,Jaguariúna,city,1170,29,True,58722,3524709,1992.43895,0.0248
2020-11-05,SP,Jales,city,2007,61,True,49201,3524808,4079.18538,0.0304
2020-11-05,SP,Jambeiro,city,89,5,True,6717,3524907,1324.99628,0.0562
2020-11-05,SP,Jandira,city,1794,101,True,126356,3525003,1419.79803,0.0563
2020-11-05,SP,Jardinópolis,city,882,52,True,44970,3525102,1961.30754,0.059
2020-11-05,SP,Jarinu,city,447,24,True,30617,3525201,1459.97322,0.0537
2020-11-05,SP,Jaú,city,3108,70,True,151881,3525300,2046.33891,0.0225
2020-11-05,SP,Jeriquara,city,64,0,True,3151,3525409,2031.10124,0.0
2020-11-05,SP,Joanópolis,city,130,3,True,13338,3525508,974.65887,0.0231
2020-11-05,SP,João Ramalho,city,82,3,True,4551,3525607,1801.8018,0.0366
2020-11-05,SP,José Bonifácio,city,1290,21,True,37366,3525706,3452.33635,0.0163
2020-11-05,SP,Júlio Mesquita,city,34,2,True,4800,3525805,708.33333,0.0588
2020-11-05,SP,Jumirim,city,86,1,True,3418,3525854,2516.09128,0.0116
2020-11-05,SP,Jundiaí,city,13448,419,True,423006,3525904,3179.15112,0.0312
2020-11-05,SP,Junqueirópolis,city,202,5,True,20831,3526001,969.70861,0.0248
2020-11-05,SP,Juquiá,city,427,12,True,18718,3526100,2281.22663,0.0281
